time;Азимут:;Наклон:;Крен:
1509974784.987;53.938;-63.537;133.092
1509974784.988;60.186;-63.537;133.092
1509974784.998;60.732;-62.926;132.175
1509974785.016;41.208;-63.986;124.989
1509974785.02;35.407;-63.986;124.989
1509974785.036;16.043;-63.390;118.244
1509974785.056;12.164;-61.953;116.623
1509974785.078;25.462;-61.174;119.342
1509974785.098;27.134;-61.039;119.636
1509974785.099;40.824;-61.039;119.636
1509974785.12;34.702;-60.037;116.779
1509974785.137;32.653;-59.634;115.886
1509974785.156;39.958;-61.968;120.554
1509974785.174;31.886;-61.968;120.554
1509974785.176;28.434;-61.923;119.465
1509974785.197;13.721;-59.844;114.578
1509974785.217;12.119;-61.561;114.871
1509974785.239;14.287;-63.619;116.264
1509974785.26;27.219;-63.619;116.264
1509974785.261;34.991;-64.277;119.703
1509974785.277;44.946;-63.718;123.145
1509974785.29;35.241;-63.718;123.145
1509974785.297;10.503;-62.340;115.058
1509974785.32;-28.835;-60.945;106.667
1509974785.338;-24.119;-61.067;107.645
1509974785.358;-9.438;-66.125;109.303
1509974785.366;-9.244;-66.125;109.303
1509974785.378;-46.657;-68.013;90.338
1509974785.398;-101.752;-58.993;59.865
1509974785.418;-119.778;-50.412;47.810
1509974785.439;-102.678;-57.377;62.873
1509974785.446;-106.596;-57.377;62.873
1509974785.458;-106.018;-48.207;113.017
1509974785.48;122.917;-44.342;142.494
1509974785.499;127.857;-36.652;165.635
1509974785.522;135.811;-29.220;166.785
1509974785.523;136.839;-29.220;166.785
1509974785.544;134.806;-24.152;175.725
1509974785.559;132.356;-22.336;-178.284
1509974785.56;117.550;-22.336;-178.284
1509974785.579;131.308;-19.864;179.720
1509974785.599;133.735;-19.618;179.137
1509974785.618;118.686;-19.864;-172.821
1509974785.636;62.383;-19.864;-172.821
1509974785.638;75.058;-17.346;-175.024
1509974785.66;99.908;-15.352;-176.992
1509974785.679;112.743;-14.335;-176.434
1509974785.698;129.931;-13.181;-176.992
1509974785.713;11.883;-13.181;-176.992
1509974785.72;40.047;-13.731;-174.043
1509974785.739;75.497;-10.286;-173.890
1509974785.76;62.485;-12.490;-171.669
1509974785.78;86.649;-9.755;-170.533
1509974785.79;49.356;-9.755;-170.533
1509974785.803;16.021;-8.490;-175.682
1509974785.82;-47.286;-8.460;178.548
1509974785.828;-34.887;-8.460;178.548
1509974785.839;44.732;-7.459;-174.960
1509974785.861;89.988;-4.053;-171.434
1509974785.88;154.316;-2.969;-177.852
1509974785.903;-126.832;-3.055;-179.655
1509974785.904;-44.025;-3.055;-179.655
1509974785.92;24.440;-7.356;-175.211
1509974785.94;59.264;-6.151;-169.878
1509974785.961;73.859;-2.422;-174.084
1509974785.98;26.173;-7.371;-174.980
1509974785.986;15.615;-7.371;-174.980
1509974786.001;17.083;-8.128;-174.566
1509974786.021;-35.611;-5.287;179.939
1509974786.04;-20.413;-7.114;-179.184
1509974786.061;175.366;13.018;-175.718
1509974786.062;173.562;13.018;-175.718
1509974786.083;40.156;-7.789;-170.227
1509974786.1;36.653;-7.789;-170.227
1509974786.102;4.933;-10.037;-175.332
1509974786.121;44.962;-5.060;-170.870
1509974786.142;-29.940;-6.054;-179.881
1509974786.162;-77.219;-2.069;173.339
1509974786.174;-76.716;-2.069;173.339
1509974786.182;-67.348;-0.930;-178.683
1509974786.202;-46.465;-3.739;-179.248
1509974786.223;-15.559;-5.109;-176.093
1509974786.242;12.567;-5.692;-172.986
1509974786.252;3.962;-5.692;-172.986
1509974786.261;49.565;-4.328;-166.269
1509974786.281;42.164;-2.880;-169.215
1509974786.301;51.208;-2.355;-168.262
1509974786.321;66.686;-0.005;-169.159
1509974786.332;-10.840;-0.005;-169.159
1509974786.341;68.792;0.109;-167.683
1509974786.362;72.828;-1.282;-162.847
1509974786.368;28.205;-1.282;-162.847
1509974786.382;36.101;-2.147;-161.270
1509974786.401;-39.144;0.666;-167.895
1509974786.422;-4.661;1.598;-165.647
1509974786.441;38.321;0.706;-163.169
1509974786.442;1.060;0.706;-163.169
1509974786.461;-68.132;3.554;-173.714
1509974786.484;-50.664;0.873;-171.625
1509974786.502;-51.100;-1.012;-174.092
1509974786.522;-45.899;-3.011;-174.313
1509974786.524;-42.400;-3.011;-174.313
1509974786.541;-40.796;-5.463;-175.846
1509974786.559;-38.552;-5.463;-175.846
1509974786.561;-43.796;-4.955;-177.171
1509974786.581;-41.232;-5.190;-176.497
1509974786.602;-33.842;-5.822;-174.674
1509974786.623;-40.950;-4.730;-176.013
1509974786.637;-40.175;-4.730;-176.013
1509974786.643;-38.905;-4.328;-175.326
1509974786.662;-38.948;-3.369;-174.574
1509974786.682;-51.484;-0.907;-175.374
1509974786.703;-68.687;1.469;-177.436
1509974786.714;-57.512;1.469;-177.436
1509974786.722;-55.981;1.920;-176.243
1509974786.744;-55.563;1.345;-176.964
1509974786.765;-61.178;1.376;-179.057
1509974786.783;-58.223;1.448;-177.728
1509974786.79;-64.752;1.448;-177.728
1509974786.803;-65.582;0.722;-179.685
1509974786.824;-53.313;-2.253;-179.445
1509974786.832;-45.534;-2.253;-179.445
1509974786.842;-42.372;-4.195;179.570
1509974786.862;-25.498;-5.274;-176.994
1509974786.883;-13.772;-6.039;-174.830
1509974786.902;-25.052;-4.840;-176.698
1509974786.905;-9.035;-4.840;-176.698
1509974786.924;-30.946;-3.568;179.153
1509974786.944;-6.137;-5.380;-176.183
1509974786.963;15.110;-7.422;-171.240
1509974786.983;-13.294;-5.795;-177.780
1509974786.985;8.022;-5.795;-177.780
1509974787.006;3.905;-6.277;-178.777
1509974787.023;18.549;-9.565;-173.803
1509974787.044;10.321;-10.654;-176.342
1509974787.06;28.003;-10.654;-176.342
1509974787.062;16.473;-10.543;178.732
1509974787.083;22.279;-11.971;-178.366
1509974787.098;40.995;-11.971;-178.366
1509974787.103;37.838;-14.200;-178.534
1509974787.126;37.048;-13.053;-179.759
1509974787.145;34.220;-10.958;177.456
1509974787.163;39.557;-12.627;-178.680
1509974787.178;55.630;-12.627;-178.680
1509974787.184;59.403;-12.147;-175.588
1509974787.205;58.109;-10.989;-178.448
1509974787.224;59.000;-9.675;-179.411
1509974787.246;61.704;-8.833;-177.967
1509974787.25;65.507;-8.833;-177.967
1509974787.265;69.079;-5.958;-178.514
1509974787.284;73.177;-2.858;-179.504
1509974787.304;72.672;-2.567;178.714
1509974787.325;71.805;-2.211;176.260
1509974787.327;72.243;-2.211;176.260
1509974787.345;71.623;-3.072;177.619
1509974787.364;71.399;-5.528;-176.459
1509974787.366;70.214;-5.528;-176.459
1509974787.384;70.912;-5.617;-174.683
1509974787.404;70.083;-6.599;-174.457
1509974787.425;70.224;-4.867;-177.919
1509974787.443;69.723;-3.120;176.944
1509974787.445;68.205;-3.120;176.944
1509974787.465;70.018;-4.701;-175.482
1509974787.485;70.459;-5.099;-173.477
1509974787.505;68.755;-4.481;-178.928
1509974787.52;66.110;-4.481;-178.928
1509974787.525;65.630;-4.255;179.640
1509974787.545;66.501;-3.394;179.802
1509974787.565;67.109;-3.896;-177.827
1509974787.586;66.899;-5.637;-175.008
1509974787.6;65.768;-5.637;-175.008
1509974787.608;64.679;-4.657;-179.030
1509974787.625;65.339;-2.172;177.556
1509974787.635;65.786;-2.172;177.556
1509974787.645;66.401;-3.272;-178.931
1509974787.665;66.006;-4.195;-177.983
1509974787.685;64.767;-5.346;-178.461
1509974787.705;65.070;-4.947;-178.554
1509974787.712;65.901;-4.947;-178.554
1509974787.725;66.640;-4.136;-178.548
1509974787.746;66.889;-4.033;-178.213
1509974787.766;66.159;-4.885;-178.133
1509974787.787;65.827;-4.762;-179.048
1509974787.792;65.418;-4.762;-179.048
1509974787.807;66.055;-4.044;-179.068
1509974787.83;66.367;-4.201;-178.097
1509974787.847;65.700;-4.860;-178.285
1509974787.866;65.758;-4.546;-178.745
1509974787.867;65.460;-4.546;-178.745
1509974787.887;65.713;-4.342;-178.610
1509974787.911;65.705;-4.414;-178.491
1509974787.912;65.596;-4.414;-178.491
1509974787.929;65.398;-4.456;-178.828
1509974787.947;65.549;-4.483;-178.463
1509974787.967;65.689;-4.397;-178.325
1509974787.982;65.206;-4.397;-178.325
1509974787.986;65.028;-4.147;-179.150
1509974788.006;64.839;-4.494;-178.903
1509974788.026;65.111;-4.687;-177.999
1509974788.048;65.287;-4.290;-178.352
1509974788.06;66.394;-4.290;-178.352
1509974788.068;66.062;-4.315;-179.002
1509974788.09;65.870;-4.653;-178.761
1509974788.107;66.327;-4.324;-178.431
1509974788.126;66.284;-4.306;-178.554
1509974788.134;64.004;-4.306;-178.554
1509974788.148;63.702;-4.693;-178.492
1509974788.168;63.855;-4.465;-178.578
1509974788.174;67.436;-4.465;-178.578
1509974788.189;67.636;-4.163;-178.729
1509974788.21;67.464;-4.480;-178.482
1509974788.227;67.429;-4.556;-178.411
1509974788.247;67.434;-4.392;-178.729
1509974788.25;66.633;-4.392;-178.729
1509974788.267;66.691;-4.342;-178.701
1509974788.288;66.690;-4.413;-178.563
1509974788.309;66.745;-4.372;-178.523
1509974788.328;66.693;-4.452;-178.482
1509974788.329;66.471;-4.452;-178.482
1509974788.347;66.541;-4.437;-178.360
1509974788.367;66.486;-4.280;-178.784
1509974788.386;66.361;-4.410;-178.795
1509974788.406;66.790;-4.410;-178.795
1509974788.408;66.865;-4.550;-178.359
1509974788.429;67.038;-4.327;-178.402
1509974788.444;65.637;-4.327;-178.402
1509974788.489;65.409;-4.374;-178.794
1509974788.49;65.307;-4.610;-178.575
1509974788.491;65.587;-4.310;-178.539
1509974788.507;65.535;-4.376;-178.526
1509974788.519;66.519;-4.376;-178.526
1509974788.526;66.393;-4.498;-178.562
1509974788.547;66.431;-4.370;-178.727
1509974788.567;66.525;-4.271;-178.715
1509974788.587;66.476;-4.434;-178.507
1509974788.596;66.313;-4.434;-178.507
1509974788.608;66.330;-4.437;-178.465
1509974788.628;66.382;-4.304;-178.605
1509974788.648;66.278;-4.402;-178.644
1509974788.668;66.345;-4.382;-178.538
1509974788.673;65.487;-4.382;-178.538
1509974788.688;65.464;-4.422;-178.511
1509974788.709;65.387;-4.467;-178.591
1509974788.714;65.238;-4.467;-178.591
1509974788.729;65.267;-4.424;-178.605
1509974788.749;65.251;-4.378;-178.725
1509974788.769;65.251;-4.408;-178.670
1509974788.788;65.292;-4.472;-178.467
1509974788.789;66.275;-4.472;-178.467
1509974788.808;66.361;-4.368;-178.483
1509974788.828;66.304;-4.338;-178.661
1509974788.848;66.240;-4.418;-178.643
1509974788.866;66.170;-4.418;-178.643
1509974788.867;66.228;-4.402;-178.549
1509974788.889;66.288;-4.361;-178.495
1509974788.91;66.091;-4.509;-178.645
1509974788.929;66.189;-4.404;-178.630
1509974788.942;66.392;-4.404;-178.630
1509974788.952;66.440;-4.337;-178.648
1509974788.969;66.360;-4.478;-178.564
1509974788.984;66.494;-4.478;-178.564
1509974788.988;66.627;-4.395;-178.429
1509974789.009;66.619;-4.327;-178.579
1509974789.03;66.529;-4.403;-178.630
1509974789.052;66.512;-4.473;-178.534
1509974789.059;65.826;-4.473;-178.534
1509974789.07;65.884;-4.385;-178.577
1509974789.09;65.865;-4.400;-178.591
1509974789.11;65.804;-4.468;-178.590
1509974789.129;65.897;-4.385;-178.550
1509974789.135;66.270;-4.385;-178.550
1509974789.15;66.256;-4.416;-178.522
1509974789.171;66.252;-4.400;-178.563
1509974789.19;66.225;-4.403;-178.617
1509974789.212;66.098;-4.522;-178.672
1509974789.213;67.415;-4.522;-178.672
1509974789.231;67.430;-4.519;-178.646
1509974789.249;67.554;-4.398;-178.605
1509974789.251;65.844;-4.398;-178.605
1509974789.27;65.922;-4.383;-178.469
1509974789.291;65.808;-4.482;-178.522
1509974789.31;65.811;-4.462;-178.552
1509974789.328;66.065;-4.462;-178.552
1509974789.329;66.056;-4.472;-178.553
1509974789.35;66.180;-4.338;-178.539
1509974789.371;66.115;-4.364;-178.630
1509974789.39;66.089;-4.385;-178.645
1509974789.404;65.532;-4.385;-178.645
1509974789.41;65.565;-4.385;-178.577
1509974789.43;65.535;-4.432;-178.553
1509974789.45;65.539;-4.466;-178.482
1509974789.471;65.439;-4.495;-178.631
1509974789.482;65.012;-4.495;-178.631
1509974789.49;65.122;-4.386;-178.604
1509974789.516;65.068;-4.425;-178.646
1509974789.52;64.438;-4.425;-178.646
1509974789.53;64.432;-4.438;-178.632
1509974789.55;64.446;-4.438;-178.605
1509974789.57;64.493;-4.411;-178.564
1509974789.591;64.511;-4.415;-178.522
1509974789.599;66.688;-4.415;-178.522
1509974789.615;66.652;-4.385;-178.659
1509974789.63;66.698;-4.354;-178.619
1509974789.65;66.708;-4.385;-178.537
1509974789.671;66.635;-4.439;-178.591
1509974789.675;67.505;-4.439;-178.591
1509974789.691;67.507;-4.422;-178.619
1509974789.712;67.542;-4.411;-178.564
1509974789.731;67.553;-4.386;-178.591
1509974789.751;67.551;-4.408;-178.552
1509974789.752;63.529;-4.408;-178.552
1509974789.772;63.465;-4.438;-178.618
1509974789.789;67.138;-4.438;-178.618
1509974789.79;67.220;-4.374;-178.563
1509974789.811;67.212;-4.395;-178.538
1509974789.835;67.205;-4.383;-178.578
1509974789.851;67.145;-4.437;-178.605
1509974789.866;66.151;-4.437;-178.605
1509974789.871;66.219;-4.349;-178.630
1509974789.891;66.218;-4.370;-178.591
1509974789.912;66.172;-4.415;-178.604
1509974789.934;66.171;-4.416;-178.603
1509974789.949;66.376;-4.416;-178.603
1509974789.953;66.372;-4.442;-178.563
1509974789.973;66.380;-4.439;-178.550
1509974789.992;66.407;-4.393;-178.579
1509974790.011;66.362;-4.452;-178.564
1509974790.019;66.832;-4.452;-178.564
1509974790.031;66.831;-4.411;-178.646
1509974790.052;66.880;-4.412;-178.537
1509974790.06;67.201;-4.412;-178.537
1509974790.071;67.206;-4.359;-178.631
1509974790.093;67.184;-4.391;-178.616
1509974790.112;67.176;-4.413;-178.591
1509974790.133;67.152;-4.426;-178.618
1509974790.135;66.044;-4.426;-178.618
1509974790.153;66.039;-4.438;-178.605
1509974790.172;66.064;-4.396;-178.633
1509974790.192;66.162;-4.308;-178.590
1509974790.213;65.994;-4.466;-178.645
1509974790.214;67.116;-4.466;-178.645
1509974790.232;67.205;-4.396;-178.578
1509974790.252;67.234;-4.370;-178.564
1509974790.273;67.224;-4.381;-178.565
1509974790.288;69.036;-4.381;-178.565
1509974790.294;69.099;-4.331;-178.509
1509974790.314;69.064;-4.333;-178.595
1509974790.328;65.232;-4.333;-178.595
1509974790.332;65.152;-4.397;-178.646
1509974790.352;65.150;-4.414;-178.618
1509974790.374;65.228;-4.348;-178.576
1509974790.393;65.242;-4.332;-178.577
1509974790.403;66.154;-4.332;-178.577
1509974790.414;65.984;-4.503;-178.615
1509974790.432;66.083;-4.425;-178.550
1509974790.452;66.158;-4.327;-178.579
1509974790.473;66.026;-4.439;-178.645
1509974790.48;67.343;-4.439;-178.645
1509974790.494;67.321;-4.463;-178.646
1509974790.514;67.356;-4.430;-178.635
1509974790.535;67.370;-4.443;-178.576
1509974790.553;67.353;-4.483;-178.536
1509974790.56;67.093;-4.483;-178.536
1509974790.575;67.117;-4.434;-178.579
1509974790.594;67.198;-4.345;-178.577
1509974790.596;66.448;-4.345;-178.577
1509974790.613;66.433;-4.392;-178.521
1509974790.633;66.359;-4.394;-178.674
1509974790.655;66.391;-4.365;-178.661
1509974790.674;66.455;-4.393;-178.471
1509974790.675;67.722;-4.393;-178.471
1509974790.695;67.698;-4.367;-178.579
1509974790.715;67.673;-4.424;-178.523
1509974790.735;67.631;-4.427;-178.618
1509974790.751;65.123;-4.427;-178.618
1509974790.755;65.127;-4.406;-178.647
1509974790.774;65.181;-4.383;-178.578
1509974790.791;65.920;-4.383;-178.578
1509974790.794;65.890;-4.395;-178.619
1509974790.815;65.885;-4.433;-178.561
1509974790.835;65.889;-4.418;-178.580
1509974790.855;65.941;-4.346;-178.604
1509974790.865;66.831;-4.346;-178.604
1509974790.875;66.802;-4.398;-178.564
1509974790.894;66.767;-4.452;-178.537
1509974790.915;66.810;-4.382;-178.578
1509974790.935;66.841;-4.354;-178.565
1509974790.942;65.980;-4.354;-178.565
1509974790.956;65.865;-4.483;-178.576
1509974790.977;65.858;-4.468;-178.618
1509974791.001;65.870;-4.445;-178.634
1509974791.015;65.954;-4.394;-178.547
1509974791.023;67.057;-4.394;-178.547
1509974791.034;67.037;-4.402;-178.576
1509974791.055;67.016;-4.382;-178.660
1509974791.057;66.060;-4.382;-178.660
1509974791.075;66.034;-4.442;-178.604
1509974791.095;65.953;-4.536;-178.604
1509974791.117;66.048;-4.440;-178.577
1509974791.136;66.056;-4.373;-178.686
1509974791.139;65.724;-4.373;-178.686
1509974791.156;65.710;-4.448;-178.574
1509974791.175;65.722;-4.447;-178.552
1509974791.195;65.742;-4.381;-178.633
1509974791.212;66.281;-4.381;-178.633
1509974791.214;66.318;-4.412;-178.496
1509974791.235;66.222;-4.440;-178.645
1509974791.257;66.196;-4.455;-178.672
1509974791.278;66.262;-4.388;-178.658
1509974791.29;66.909;-4.388;-178.658
1509974791.298;66.949;-4.391;-178.562
1509974791.321;66.952;-4.393;-178.552
1509974791.329;66.071;-4.393;-178.552
1509974791.335;66.041;-4.401;-178.604
1509974791.356;65.988;-4.484;-178.562
1509974791.375;66.077;-4.379;-178.566
1509974791.396;65.983;-4.453;-178.632
1509974791.403;68.423;-4.453;-178.632
1509974791.417;68.466;-4.410;-178.615
1509974791.435;68.479;-4.400;-178.604
1509974791.456;68.492;-4.416;-178.540
1509974791.475;68.515;-4.357;-178.605
1509974791.479;67.202;-4.357;-178.605
1509974791.496;67.168;-4.412;-178.577
1509974791.515;67.134;-4.383;-178.714
1509974791.537;67.159;-4.385;-178.649
1509974791.572;67.138;-4.456;-178.563
1509974791.573;68.950;-4.456;-178.563
1509974791.577;68.896;-4.487;-178.630
1509974791.596;68.960;-4.411;-178.632
1509974791.596;65.920;-4.411;-178.632
1509974791.615;65.946;-4.415;-178.567
1509974791.635;65.950;-4.427;-178.536
1509974791.655;65.958;-4.365;-178.634
1509974791.672;67.002;-4.365;-178.634
1509974791.675;66.963;-4.411;-178.632
1509974791.696;66.932;-4.504;-178.520
1509974791.716;66.912;-4.468;-178.631
1509974791.736;66.951;-4.425;-178.632
1509974791.749;66.022;-4.425;-178.632
1509974791.755;66.106;-4.342;-178.605
1509974791.776;66.030;-4.471;-178.526
1509974791.796;66.020;-4.412;-178.659
1509974791.816;66.078;-4.361;-178.631
1509974791.826;68.892;-4.361;-178.631
1509974791.837;68.865;-4.419;-178.579
1509974791.858;68.960;-4.322;-178.535
1509974791.868;64.994;-4.322;-178.535
1509974791.877;64.906;-4.373;-178.631
1509974791.9;64.889;-4.421;-178.579
1509974791.918;64.902;-4.437;-178.524
1509974791.938;64.903;-4.389;-178.608
1509974791.942;68.327;-4.389;-178.608
1509974791.957;68.282;-4.410;-178.673
1509974791.978;68.339;-4.410;-178.537
1509974791.997;68.371;-4.372;-178.536
1509974792.017;68.305;-4.409;-178.619
1509974792.021;65.758;-4.409;-178.619
1509974792.041;65.813;-4.377;-178.562
1509974792.058;65.745;-4.432;-178.603
1509974792.079;65.779;-4.436;-178.524
1509974792.099;66.774;-4.436;-178.524
1509974792.101;66.737;-4.464;-178.551
1509974792.119;66.723;-4.438;-178.632
1509974792.135;66.231;-4.438;-178.632
1509974792.137;66.300;-4.384;-178.578
1509974792.157;66.276;-4.413;-178.577
1509974792.178;66.277;-4.406;-178.589
1509974792.198;66.241;-4.418;-178.648
1509974792.211;66.846;-4.418;-178.648
1509974792.22;66.855;-4.437;-178.592
1509974792.238;66.834;-4.468;-178.577
1509974792.259;66.949;-4.331;-178.591
1509974792.282;66.845;-4.434;-178.620
1509974792.288;64.857;-4.434;-178.620
1509974792.299;64.807;-4.483;-178.635
1509974792.32;64.873;-4.423;-178.605
1509974792.341;64.911;-4.379;-178.607
1509974792.361;64.935;-4.367;-178.579
1509974792.367;65.393;-4.367;-178.579
1509974792.383;65.350;-4.400;-178.604
1509974792.399;65.347;-4.410;-178.592
1509974792.405;67.407;-4.410;-178.592
1509974792.421;67.441;-4.399;-178.536
1509974792.439;67.414;-4.402;-178.594
1509974792.459;67.355;-4.462;-178.606
1509974792.48;67.451;-4.349;-178.617
1509974792.481;66.415;-4.349;-178.617
1509974792.502;66.456;-4.330;-178.564
1509974792.52;66.384;-4.395;-178.592
1509974792.54;66.383;-4.396;-178.592
1509974792.557;66.552;-4.396;-178.592
1509974792.562;66.572;-4.365;-178.607
1509974792.579;66.579;-4.365;-178.593
1509974792.599;66.522;-4.403;-178.644
1509974792.619;66.518;-4.429;-178.604
1509974792.633;65.325;-4.429;-178.604
1509974792.639;65.375;-4.366;-178.606
1509974792.66;65.325;-4.405;-178.648
1509974792.672;67.606;-4.405;-178.648
1509974792.679;67.540;-4.489;-178.633
1509974792.699;67.546;-4.489;-178.619
1509974792.719;67.584;-4.453;-178.605
1509974792.74;67.620;-4.410;-178.605
1509974792.749;66.470;-4.410;-178.605
1509974792.762;66.566;-4.337;-178.539
1509974792.78;66.482;-4.403;-178.594
1509974792.799;66.422;-4.442;-178.644
1509974792.821;66.502;-4.433;-178.493
1509974792.828;66.910;-4.433;-178.493
1509974792.84;66.884;-4.417;-178.580
1509974792.86;66.906;-4.365;-178.634
1509974792.881;66.917;-4.366;-178.606
1509974792.902;66.801;-4.484;-178.630
1509974792.904;66.675;-4.484;-178.630
1509974792.923;66.759;-4.425;-178.564
1509974792.942;66.837;-4.366;-178.511
1509974792.944;66.840;-4.366;-178.511
1509974792.962;66.888;-4.270;-178.593
1509974792.981;66.738;-4.424;-178.623
1509974793.001;66.619;-4.571;-178.601
1509974793.019;64.569;-4.571;-178.601
1509974793.021;64.052;-5.297;-178.453
1509974793.041;62.949;-6.454;-178.822
1509974793.061;62.061;-7.340;-179.188
1509974793.082;62.336;-6.772;-179.512
1509974793.097;65.172;-6.772;-179.512
1509974793.102;65.783;-6.043;-179.363
1509974793.124;58.569;-15.928;179.755
1509974793.143;56.061;-21.110;-179.600
1509974793.162;67.677;-4.143;-178.233
1509974793.173;72.378;-4.143;-178.233
1509974793.184;73.127;-3.958;-175.285
1509974793.202;70.386;-7.701;-178.852
1509974793.211;69.163;-7.701;-178.852
1509974793.221;69.571;-6.829;-178.893
1509974793.244;72.191;-2.326;-177.251
1509974793.262;72.912;-1.062;-176.725
1509974793.285;72.358;-2.132;-176.889
1509974793.289;71.771;-2.132;-176.889
1509974793.304;70.189;-3.961;-179.335
1509974793.323;69.307;-4.927;179.498
1509974793.344;68.514;-8.111;-177.672
1509974793.363;71.428;-2.726;-177.030
1509974793.364;71.302;-2.726;-177.030
1509974793.383;68.722;-8.120;-176.635
1509974793.403;68.464;-8.305;-177.156
1509974793.423;69.193;-5.554;-179.290
1509974793.442;68.846;-6.602;-178.605
1509974793.443;68.553;-6.602;-178.605
1509974793.463;70.920;-1.743;-179.502
1509974793.48;69.761;-1.743;-179.502
1509974793.481;67.716;-5.796;-179.033
1509974793.503;67.971;-4.985;-179.582
1509974793.523;67.917;-5.608;-178.689
1509974793.544;69.265;-4.335;-176.079
1509974793.561;69.900;-4.335;-176.079
