time;Азимут:;Наклон:;Крен:
1509974793.563;69.011;-6.058;-176.315
1509974793.585;69.582;-3.100;-179.820
1509974793.606;69.009;-3.925;179.801
1509974793.626;69.163;-4.044;-179.418
1509974793.635;68.437;-4.044;-179.418
1509974793.644;66.889;-7.595;-178.713
1509974793.663;67.028;-6.294;179.762
1509974793.684;68.239;-4.197;-179.843
1509974793.706;68.237;-5.985;-176.759
1509974793.711;68.751;-5.985;-176.759
1509974793.725;69.982;-2.952;-177.795
1509974793.744;69.675;-3.884;-177.115
1509974793.749;70.609;-3.884;-177.115
1509974793.764;70.207;-5.335;-176.002
1509974793.783;69.318;-6.693;-177.011
1509974793.808;68.017;-7.567;-179.866
1509974793.823;69.316;-4.138;178.433
1509974793.825;70.097;-4.138;178.433
1509974793.845;71.270;-3.174;-179.208
1509974793.865;71.545;-3.545;-177.212
1509974793.887;71.133;-4.287;-177.365
1509974793.906;70.515;-4.684;-178.956
1509974793.907;69.444;-4.684;-178.956
1509974793.924;69.445;-4.801;-178.735
1509974793.944;68.902;-5.429;-179.520
1509974793.965;68.882;-5.519;-179.429
1509974793.981;68.861;-5.519;-179.429
1509974793.985;69.522;-5.950;-176.381
1509974794.004;69.914;-5.060;-176.470
1509974794.02;68.609;-5.060;-176.470
1509974794.024;67.705;-3.879;178.123
1509974794.045;67.470;-3.976;177.507
1509974794.065;67.804;-4.849;-179.784
1509974794.085;67.884;-5.790;-177.937
1509974794.095;68.930;-5.790;-177.937
1509974794.105;68.146;-7.335;-178.188
1509974794.125;67.861;-8.769;-177.096
1509974794.145;69.934;-3.654;-177.969
1509974794.166;69.559;-4.826;-177.249
1509974794.172;68.574;-4.826;-177.249
1509974794.188;68.273;-5.093;-177.917
1509974794.207;68.027;-4.739;-179.418
1509974794.225;69.056;-3.852;-177.096
1509974794.246;68.774;-4.283;-177.437
1509974794.25;69.489;-4.283;-177.437
1509974794.267;68.327;-5.203;179.942
1509974794.287;67.980;-5.186;178.749
1509974794.288;67.900;-5.186;178.749
1509974794.307;69.505;-3.438;-178.716
1509974794.328;69.708;-4.638;-175.586
1509974794.346;69.581;-4.527;-176.312
1509974794.368;68.691;-4.789;-179.241
1509974794.369;68.231;-4.789;-179.241
1509974794.39;67.842;-4.948;179.692
1509974794.406;68.374;-4.622;-179.028
1509974794.426;68.066;-6.594;-176.860
1509974794.442;68.833;-6.594;-176.860
1509974794.445;68.893;-6.054;-177.528
1509974794.466;71.273;-0.084;179.090
1509974794.486;66.989;-9.781;-178.024
1509974794.506;68.837;-5.738;-178.252
1509974794.519;69.804;-5.738;-178.252
1509974794.525;68.945;-5.373;178.118
1509974794.547;70.131;-2.957;177.494
1509974794.557;68.690;-2.957;177.494
1509974794.57;66.506;-9.858;-178.227
1509974794.587;68.528;-5.860;-177.659
1509974794.607;71.425;-0.190;-177.240
1509974794.627;69.295;-5.658;-175.188
1509974794.676;68.176;-5.658;-175.188
1509974794.677;68.157;-4.143;-177.773
1509974794.679;67.534;-4.945;-178.766
1509974794.687;68.507;-3.980;-176.630
1509974794.706;66.808;-7.146;-177.929
1509974794.71;67.143;-7.146;-177.929
1509974794.725;67.283;-4.438;178.277
1509974794.747;65.952;-6.488;177.379
1509974794.767;68.869;-1.719;178.916
1509974794.788;68.540;-5.211;-175.737
1509974794.789;69.714;-5.211;-175.737
1509974794.807;68.987;-6.454;-176.730
1509974794.827;67.965;-6.828;-179.839
1509974794.829;67.201;-6.828;-179.839
1509974794.848;66.532;-9.855;-178.177
1509974794.866;67.050;-8.649;-177.945
1509974794.886;67.835;-7.264;-177.004
1509974794.903;67.771;-7.264;-177.004
1509974794.907;67.902;-7.852;-175.797
1509974794.928;68.164;-4.575;-178.967
1509974794.95;67.717;-5.710;-179.248
1509974794.967;68.136;-4.753;-178.818
1509974794.983;68.564;-4.753;-178.818
1509974794.987;67.977;-6.508;-178.827
1509974795.008;68.507;-6.008;-177.240
1509974795.029;68.619;-5.313;-177.709
1509974795.049;68.255;-4.737;179.764
1509974795.057;67.868;-4.737;179.764
1509974795.067;67.699;-6.503;-178.462
1509974795.087;68.579;-4.809;-176.761
1509974795.094;68.792;-4.809;-176.761
1509974795.108;68.325;-4.593;-179.342
1509974795.129;68.048;-6.150;-178.299
1509974795.149;68.540;-4.876;-177.890
1509974795.168;68.381;-4.787;-178.778
1509974795.172;68.010;-4.787;-178.778
1509974795.188;67.453;-8.081;-176.896
1509974795.209;68.299;-4.823;-177.355
1509974795.23;68.448;-1.895;178.173
1509974795.249;67.100;-7.495;-178.934
1509974795.25;68.340;-7.495;-178.934
1509974795.27;69.105;-4.212;179.650
1509974795.288;68.746;-4.323;178.182
1509974795.289;69.511;-4.323;178.182
1509974795.31;69.550;-8.159;-176.181
1509974795.328;71.042;-2.692;-176.742
1509974795.349;69.497;-5.233;179.650
1509974795.364;68.423;-5.233;179.650
1509974795.368;68.256;-6.121;-179.730
1509974795.388;69.604;-4.350;-176.143
1509974795.41;69.056;-6.827;-175.355
1509974795.431;67.830;-8.525;-178.333
1509974795.442;68.936;-8.525;-178.333
1509974795.45;70.119;-2.628;177.649
1509974795.472;69.707;-5.451;-179.222
1509974795.489;69.655;-8.104;-175.946
1509974795.509;70.774;-2.176;-179.715
1509974795.518;71.851;-2.176;-179.715
1509974795.531;70.544;-6.095;-179.214
1509974795.549;70.799;-5.999;-178.203
1509974795.556;71.042;-5.999;-178.203
1509974795.569;71.826;-2.861;-179.788
1509974795.591;70.646;-7.208;-178.244
1509974795.609;72.225;-2.277;-178.640
1509974795.629;70.926;-6.374;-178.180
1509974795.633;71.069;-6.374;-178.180
1509974795.649;70.649;-7.531;-178.425
1509974795.669;71.072;-4.823;179.356
1509974795.69;70.964;-7.008;-177.766
1509974795.709;70.641;-8.248;-177.560
1509974795.711;70.828;-8.248;-177.560
1509974795.729;70.831;-6.710;-179.541
1509974795.75;71.261;-4.387;178.691
1509974795.77;71.218;-6.049;-178.751
1509974795.789;70.966;-6.049;-178.751
1509974795.791;71.238;-6.361;-177.050
1509974795.811;71.612;-3.615;-179.898
1509974795.828;73.143;-3.615;-179.898
1509974795.83;72.708;-6.157;-177.555
1509974795.85;72.811;-6.390;-176.699
1509974795.872;72.558;-5.110;179.956
1509974795.891;71.704;-7.261;179.650
1509974795.904;71.790;-7.261;179.650
1509974795.914;72.090;-6.724;-179.908
1509974795.931;73.150;-4.332;-178.947
1509974795.949;72.530;-7.583;-176.752
1509974795.971;72.706;-6.112;-178.080
1509974795.98;72.873;-6.112;-178.080
1509974795.99;72.757;-4.342;178.159
1509974796.011;73.122;-4.719;-179.252
1509974796.03;72.251;-7.279;-179.109
1509974796.05;72.615;-6.942;-178.010
1509974796.056;73.073;-6.942;-178.010
1509974796.071;73.409;-6.816;-176.601
1509974796.09;73.502;-5.299;-178.539
1509974796.094;73.361;-5.299;-178.539
1509974796.113;72.744;-6.126;179.872
1509974796.132;73.052;-6.968;-177.405
1509974796.151;74.031;-4.378;-176.456
1509974796.172;73.029;-7.522;-176.738
1509974796.174;74.223;-7.522;-176.738
1509974796.192;73.999;-6.695;-179.033
1509974796.216;74.169;-5.532;179.736
1509974796.232;74.330;-4.786;179.076
1509974796.249;74.054;-4.786;179.076
1509974796.251;74.733;-3.734;-179.362
1509974796.272;74.398;-6.484;-176.168
1509974796.294;74.248;-4.724;179.969
1509974796.313;73.145;-7.628;179.791
1509974796.328;74.338;-7.628;179.791
1509974796.331;74.906;-6.698;-179.089
1509974796.352;74.929;-8.593;-176.266
1509974796.364;74.902;-8.593;-176.266
1509974796.371;75.374;-6.240;-177.247
1509974796.392;76.051;-3.102;-179.373
1509974796.415;75.215;-5.541;-179.303
1509974796.433;74.282;-8.976;-178.465
1509974796.442;74.130;-8.976;-178.465
1509974796.453;75.983;-2.722;-179.712
1509974796.472;74.677;-7.715;-177.744
1509974796.491;74.803;-6.957;-178.254
1509974796.513;75.271;-3.933;178.607
1509974796.518;76.324;-3.933;178.607
1509974796.533;77.385;-2.350;-178.153
1509974796.553;76.775;-5.020;-176.252
1509974796.574;76.520;-4.898;-178.060
1509974796.593;76.021;-5.091;179.475
1509974796.594;76.647;-5.091;179.475
1509974796.614;76.037;-8.344;-177.721
1509974796.636;76.290;-7.500;-177.855
1509974796.638;76.114;-7.500;-177.855
1509974796.656;75.419;-6.909;177.948
1509974796.674;76.512;-5.150;179.983
1509974796.692;76.706;-5.902;-177.467
1509974796.71;77.516;-5.902;-177.467
1509974796.712;77.422;-6.750;-176.496
1509974796.733;77.133;-5.932;-179.532
1509974796.753;76.265;-7.758;179.531
1509974796.773;76.824;-7.159;-178.874
1509974796.79;76.496;-7.159;-178.874
1509974796.792;77.372;-6.051;-176.272
1509974796.813;77.486;-5.786;-176.099
1509974796.833;76.330;-7.489;-179.094
1509974796.856;75.924;-7.210;178.594
1509974796.866;75.950;-7.210;178.594
1509974796.874;76.653;-6.002;179.640
1509974796.896;77.637;-4.914;-177.047
1509974796.907;78.945;-4.914;-177.047
1509974796.914;78.082;-8.215;-176.123
1509974796.936;77.459;-8.566;-178.518
1509974796.955;79.023;-3.638;-179.649
1509974796.974;78.665;-6.477;-175.759
1509974796.979;78.617;-6.477;-175.759
1509974796.996;78.048;-7.207;-177.649
1509974797.015;78.241;-4.702;178.341
1509974797.035;78.115;-5.941;-179.621
1509974797.057;78.722;-5.379;-177.164
1509974797.058;78.463;-5.379;-177.164
1509974797.076;78.582;-4.660;-177.917
1509974797.095;78.320;-4.139;179.093
1509974797.114;76.964;-8.540;-179.484
1509974797.134;77.921;-7.626;-176.337
1509974797.135;78.869;-7.626;-176.337
1509974797.153;79.091;-6.167;-177.636
1509974797.173;78.560;-6.167;-177.636
1509974797.175;78.934;-5.511;-176.743
1509974797.194;78.757;-6.121;-176.597
1509974797.214;78.643;-5.056;-179.528
1509974797.239;78.074;-6.204;179.789
1509974797.249;79.513;-6.204;179.789
1509974797.256;79.695;-6.467;-178.636
1509974797.276;79.708;-6.124;-179.273
1509974797.295;80.227;-4.563;-179.684
1509974797.314;80.465;-4.307;-178.671
1509974797.325;80.513;-4.307;-178.671
1509974797.336;80.237;-5.859;-176.886
1509974797.355;80.718;-4.164;-177.512
1509974797.377;79.958;-5.581;-179.230
1509974797.397;79.516;-7.624;-177.658
1509974797.405;79.584;-7.624;-177.658
1509974797.415;79.886;-6.287;-178.390
1509974797.438;79.824;-6.323;-178.684
1509974797.44;79.843;-6.323;-178.684
1509974797.456;79.729;-6.824;-178.365
1509974797.482;80.133;-6.164;-177.261
1509974797.495;80.738;-3.842;-178.437
1509974797.515;79.549;-8.120;-177.102
1509974797.517;80.604;-8.120;-177.102
1509974797.536;80.185;-8.158;-179.168
1509974797.555;80.997;-6.795;-177.228
1509974797.575;81.106;-5.639;-178.954
1509974797.596;81.426;-5.110;-178.017
1509974797.597;79.726;-5.110;-178.017
1509974797.615;79.189;-7.750;-176.486
1509974797.635;78.791;-8.498;-177.411
1509974797.658;79.345;-5.929;-178.757
1509974797.671;80.216;-5.929;-178.757
1509974797.675;80.562;-8.303;-172.947
1509974797.696;81.486;-4.471;-172.149
1509974797.711;82.251;-4.471;-172.149
1509974797.756;82.670;-0.837;-179.043
1509974797.756;81.619;-4.034;-178.841
1509974797.757;82.217;-2.504;-177.783
1509974797.775;82.278;-2.885;-175.799
1509974797.786;81.894;-2.885;-175.799
1509974797.795;82.025;-2.207;-176.621
1509974797.816;81.889;-2.082;-178.736
1509974797.836;80.156;-6.997;-179.102
1509974797.856;80.512;-6.199;-178.580
1509974797.863;81.536;-6.199;-178.580
1509974797.877;80.724;-9.081;-177.801
1509974797.897;81.128;-8.142;-177.268
1509974797.919;80.588;-7.869;179.469
1509974797.938;80.172;-8.987;179.473
1509974797.94;79.879;-8.987;179.473
1509974797.956;81.207;-6.238;-179.248
1509974797.978;82.055;-4.736;-177.265
1509974797.98;82.327;-4.736;-177.265
1509974797.997;80.927;-10.151;-175.411
1509974798.016;82.342;-4.013;-179.245
1509974798.037;82.894;-2.421;-179.950
1509974798.057;81.951;-5.881;-177.153
1509974798.059;81.524;-5.881;-177.153
1509974798.078;81.818;-3.997;-179.896
1509974798.097;81.651;-4.207;179.450
1509974798.117;81.065;-6.935;-177.819
1509974798.135;82.172;-6.935;-177.819
1509974798.138;81.807;-7.847;-178.099
1509974798.157;81.701;-7.428;-179.487
1509974798.177;81.954;-7.064;-178.824
1509974798.197;81.952;-8.142;-176.788
1509974798.209;81.902;-8.142;-176.788
1509974798.217;82.209;-6.821;-177.323
1509974798.237;82.693;-4.769;-178.576
1509974798.251;82.479;-4.769;-178.576
1509974798.257;82.531;-5.046;-177.476
1509974798.278;82.626;-4.031;-179.408
1509974798.297;82.124;-5.584;-179.206
1509974798.317;82.508;-5.089;-177.550
1509974798.325;82.475;-5.089;-177.550
1509974798.338;82.381;-5.698;-176.849
1509974798.358;81.177;-8.778;-178.286
1509974798.379;82.793;-3.335;-179.951
1509974798.399;82.420;-6.015;-175.909
1509974798.401;82.840;-6.015;-175.909
1509974798.418;82.724;-6.063;-176.647
1509974798.438;81.662;-7.454;179.461
1509974798.458;83.171;-3.463;-179.626
1509974798.479;82.485;-6.835;-176.795
1509974798.481;81.257;-6.835;-176.795
1509974798.499;81.146;-6.505;-178.095
1509974798.521;81.951;-3.464;-179.801
1509974798.522;81.196;-3.464;-179.801
1509974798.539;81.098;-5.941;-174.725
1509974798.558;80.900;-6.470;-175.139
1509974798.581;80.484;-5.306;179.792
1509974798.595;81.736;-5.306;179.792
1509974798.598;82.103;-4.305;-179.991
1509974798.618;81.339;-9.113;-175.945
1509974798.639;81.727;-6.436;-177.864
1509974798.658;81.285;-6.228;178.917
1509974798.672;81.369;-6.228;178.917
1509974798.68;80.998;-9.008;-178.420
1509974798.7;82.458;-2.955;178.694
1509974798.72;81.999;-5.977;-177.387
1509974798.74;81.511;-9.338;-175.403
1509974798.749;80.716;-9.338;-175.403
1509974798.759;81.504;-3.982;-178.785
1509974798.781;81.332;-4.852;-178.211
1509974798.786;81.832;-4.852;-178.211
1509974798.8;81.975;-4.532;-177.743
1509974798.819;82.000;-4.143;-178.454
1509974798.84;82.071;-3.828;-178.627
1509974798.86;81.730;-5.598;-177.462
1509974798.862;81.327;-5.598;-177.462
1509974798.88;81.519;-5.260;-176.637
1509974798.9;81.465;-4.929;-177.722
1509974798.921;81.276;-4.922;-179.219
1509974798.941;81.107;-5.877;-178.503
1509974798.942;79.943;-5.877;-178.503
1509974798.961;79.792;-6.128;-179.069
1509974798.981;79.457;-7.512;-178.896
1509974799.0;79.970;-5.287;-179.405
1509974799.018;80.167;-5.287;-179.405
1509974799.019;80.674;-3.924;-178.329
1509974799.041;80.203;-6.775;-176.638
1509974799.056;80.048;-6.775;-176.638
1509974799.062;80.652;-3.517;-177.928
1509974799.084;79.518;-8.738;-177.184
1509974799.102;79.764;-6.201;-179.355
1509974799.121;79.763;-4.950;178.179
1509974799.133;80.071;-4.950;178.179
1509974799.142;80.550;-4.441;-179.279
1509974799.16;80.253;-5.895;-178.699
1509974799.18;80.845;-3.105;-179.915
1509974799.201;81.020;-3.219;-177.793
1509974799.21;81.052;-3.219;-177.793
1509974799.22;80.781;-6.667;-174.143
1509974799.241;80.695;-6.890;-174.477
1509974799.248;80.947;-6.890;-174.477
1509974799.26;80.317;-6.877;-178.615
1509974799.281;79.168;-9.615;178.983
1509974799.301;80.067;-6.517;179.257
1509974799.321;80.640;-5.685;-178.342
1509974799.327;80.602;-5.685;-178.342
1509974799.346;81.205;-3.389;-177.786
1509974799.36;81.588;-1.511;-178.747
1509974799.381;81.333;-3.381;-176.428
1509974799.402;80.688;-5.280;-178.411
1509974799.403;80.032;-5.280;-178.411
1509974799.421;80.245;-3.762;-179.977
1509974799.441;80.174;-6.642;-175.288
1509974799.462;79.494;-7.423;-178.427
1509974799.48;79.394;-7.423;-178.427
1509974799.483;79.323;-5.780;178.383
1509974799.503;79.323;-7.621;-178.549
1509974799.518;80.501;-7.621;-178.549
1509974799.524;81.157;-5.718;-177.349
1509974799.541;80.612;-6.307;179.983
1509974799.561;80.848;-5.588;-179.810
1509974799.585;80.525;-7.587;-178.462
1509974799.594;79.360;-7.587;-178.462
1509974799.605;80.258;-3.452;179.996
1509974799.624;79.840;-5.172;-179.435
1509974799.642;80.887;-2.303;-176.520
1509974799.662;80.784;-2.976;-175.912
1509974799.674;81.370;-2.976;-175.912
1509974799.681;80.272;-8.128;-175.991
1509974799.703;80.018;-6.360;179.942
1509974799.724;79.247;-8.719;179.372
1509974799.742;79.894;-7.664;-178.727
1509974799.748;79.296;-7.664;-178.727
1509974799.763;80.312;-3.911;-177.881
1509974799.782;79.869;-5.771;-177.931
1509974799.789;79.943;-5.771;-177.931
1509974799.802;79.893;-6.486;-177.204
1509974799.823;79.792;-6.525;-177.812
1509974799.844;80.227;-5.111;-176.872
1509974799.864;79.947;-6.328;-177.063
1509974799.866;79.021;-6.328;-177.063
1509974799.884;79.090;-3.748;178.481
1509974799.903;78.951;-4.726;179.655
1509974799.923;79.533;-4.322;-176.583
1509974799.943;79.355;-4.322;-176.583
1509974799.946;79.619;-3.275;-176.162
1509974799.963;78.913;-6.692;-176.252
1509974799.984;78.598;-6.630;-178.320
1509974800.004;79.008;-4.709;-178.685
1509974800.017;78.450;-4.709;-178.685
1509974800.028;78.672;-11.276;-171.241
1509974800.044;78.348;-5.265;-178.481
1509974800.056;77.488;-5.265;-178.481
1509974800.067;76.704;-5.866;177.388
1509974800.087;77.617;-4.230;-179.250
1509974800.106;77.905;-4.367;-176.608
1509974800.123;78.186;-3.786;-174.927
1509974800.132;77.425;-3.786;-174.927
1509974800.143;77.165;-4.984;-175.409
1509974800.164;76.850;-4.736;-178.206
1509974800.184;77.288;-3.264;-177.193
1509974800.203;77.160;-5.355;-174.961
1509974800.209;76.527;-5.355;-174.961
1509974800.225;76.494;-6.078;-174.322
1509974800.243;76.028;-7.210;-176.010
1509974800.265;76.686;-3.561;-176.495
1509974800.284;76.025;-4.716;-179.520
1509974800.285;73.985;-4.716;-179.520
1509974800.304;74.594;-1.284;177.519
1509974800.325;74.251;-4.640;-177.882
1509974800.326;74.087;-4.640;-177.882
1509974800.345;75.099;-2.057;-174.178
1509974800.364;75.024;-2.444;-174.172
1509974800.386;74.593;-3.297;-176.499
1509974800.406;73.300;-3.297;-176.499
1509974800.409;72.290;-5.803;-178.946
1509974800.424;72.930;-4.150;-177.663
1509974800.444;72.315;-8.597;-175.600
1509974800.464;72.479;-5.913;-177.757
1509974800.479;72.768;-5.913;-177.757
1509974800.487;71.942;-7.083;179.705
1509974800.504;71.926;-6.534;178.865
1509974800.524;72.926;-5.647;-177.248
1509974800.545;72.748;-6.931;-176.542
1509974800.556;71.345;-6.931;-176.542
1509974800.564;72.206;-3.267;-176.502
1509974800.584;71.874;-5.800;-174.958
1509974800.595;72.523;-5.800;-174.958
1509974800.605;71.809;-4.979;179.733
1509974800.627;72.167;-3.395;179.030
1509974800.647;71.951;-6.905;-176.861
1509974800.666;71.492;-8.319;-177.542
1509974800.672;71.199;-8.319;-177.542
1509974800.688;71.951;-5.347;-176.983
1509974800.707;72.501;-4.843;-174.024
1509974800.724;72.335;-4.519;-175.636
1509974800.744;71.932;-4.242;-178.738
1509974800.749;71.173;-4.242;-178.738
1509974800.766;71.358;-4.079;-177.847
1509974800.786;71.195;-7.690;-174.381
1509974800.806;71.392;-6.399;-174.571
1509974800.85;71.542;-4.082;-176.630
1509974800.852;70.318;-4.082;-176.630
1509974800.853;70.374;-4.235;-176.043
1509974800.864;69.353;-4.235;-176.043
1509974800.865;69.120;-4.937;-176.443
1509974800.885;68.425;-5.357;-179.523
1509974800.906;69.132;-5.902;-175.169
1509974800.926;69.784;-4.832;-172.476
1509974800.941;68.501;-4.832;-172.476
1509974800.946;67.766;-6.006;-175.231
1509974800.972;67.587;-2.910;179.340
1509974800.986;67.289;-4.823;-179.120
1509974801.008;69.059;-0.752;-175.137
1509974801.02;69.255;-0.752;-175.137
1509974801.028;69.600;-0.529;-172.583
1509974801.047;69.084;-1.082;-175.718
1509974801.068;69.066;0.230;-179.091
1509974801.088;68.598;-1.970;-177.205
1509974801.093;67.915;-1.970;-177.205
1509974801.106;66.908;-4.984;-177.302
1509974801.126;66.350;-7.383;-176.604
1509974801.133;67.603;-7.383;-176.604
1509974801.146;67.685;-8.220;-175.323
1509974801.166;67.127;-8.555;-177.057
1509974801.187;67.767;-5.464;-178.496
1509974801.207;67.460;-5.458;-179.766
1509974801.209;66.009;-5.458;-179.766
1509974801.228;64.663;-8.633;179.831
1509974801.247;66.753;-3.745;-179.559
1509974801.266;66.947;-5.026;-176.701
1509974801.287;66.901;-4.742;-177.326
1509974801.289;68.154;-4.742;-177.326
1509974801.31;67.031;-7.153;-178.263
1509974801.327;68.451;-3.689;-177.774
1509974801.348;69.577;-1.716;-175.756
1509974801.364;68.624;-1.716;-175.756
1509974801.365;67.379;-6.051;-174.739
1509974801.387;66.636;-5.190;-178.994
1509974801.402;67.693;-5.190;-178.994
1509974801.407;68.433;-2.785;179.931
1509974801.428;67.604;-7.989;-175.520
1509974801.447;67.318;-7.459;-177.226
1509974801.467;67.751;-4.841;-179.317
1509974801.48;67.611;-4.841;-179.317
1509974801.486;67.984;-6.550;-175.286
1509974801.508;67.936;-7.249;-174.541
1509974801.529;67.629;-5.522;-178.159
1509974801.548;67.265;-6.399;-178.195
1509974801.555;66.414;-6.399;-178.195
1509974801.567;67.155;-5.102;-177.128
1509974801.587;67.273;-5.001;-176.783
1509974801.607;66.689;-6.859;-176.559
1509974801.629;66.687;-5.057;-179.088
1509974801.631;67.555;-5.057;-179.088
1509974801.648;69.075;-1.705;-178.042
1509974801.668;67.391;-8.214;-175.530
1509974801.673;67.413;-8.214;-175.530
1509974801.689;68.212;-2.778;179.683
1509974801.708;68.581;-3.137;-177.874
1509974801.727;68.486;-5.771;-174.100
1509974801.748;67.766;-3.990;179.940
1509974801.75;67.866;-3.990;179.940
1509974801.769;66.971;-6.245;-179.911
1509974801.788;66.516;-9.031;-177.898
1509974801.809;68.147;-4.876;-177.395
1509974801.824;69.058;-4.876;-177.395
1509974801.83;69.836;-4.045;-175.218
1509974801.848;69.064;-5.262;-176.738
1509974801.869;68.143;-5.635;-179.833
1509974801.889;67.529;-8.276;-178.288
1509974801.902;68.198;-8.276;-178.288
1509974801.91;69.219;-5.786;-178.215
1509974801.931;69.552;-6.446;-175.877
1509974801.94;68.939;-6.446;-175.877
1509974801.95;68.196;-7.433;-177.314
1509974801.971;68.378;-6.136;-178.509
1509974801.991;69.680;-3.267;-178.039
1509974802.012;69.850;-3.987;-175.863
1509974802.016;70.363;-3.987;-175.863
1509974802.029;70.565;-3.168;-176.475
1509974802.049;69.226;-5.005;-178.966
1509974802.068;69.116;-5.954;-177.824
1509974802.089;68.800;-7.974;-176.092
1509974802.094;68.483;-7.974;-176.092
1509974802.11;68.006;-7.649;-178.194
1509974802.129;68.699;-5.069;-179.606
1509974802.15;69.817;-5.771;-173.843
1509974802.169;69.960;-5.412;-173.748
1509974802.171;70.455;-5.412;-173.748
1509974802.19;68.625;-6.869;-179.108
1509974802.209;68.349;-6.586;179.485
1509974802.21;67.528;-6.586;179.485
1509974802.229;67.338;-7.983;-179.313
